Identified Proteins (1678),Accession Number,Alternate ID,Molecular Weight,Protein Grouping Ambiguity,Taxonomy,Acetate-R1,Acetate-R2,Acetate-R3,Arabinose-R1,Arabinose-R2,Arabinose-R3,Fumarate-R1,Fumarate-R2,Fumarate-R3,Glucose-R1,Glucose-R2,Glucose-R3,LB-R1,LB-R2,LB-R3,Mannitol-R1,Mannitol-R2,Mannitol-R3,Mannose-R1,Mannose-R2,Mannose-R3,Protocatechuate-R1,Protocatechuate-R2,Protocatechuate-R3,Ribose-R1,Ribose-R2,Ribose-R3,Succinate-R1,Succinate-R2,Succinate-R3,Xylose-R1,Xylose-R2,Xylose-R3
"Transcriptional regulator, LacI family OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu4481 PE=4 SV=1",A9CGQ7,Atu4481,36 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.808,17.897,20.216
LPS-assembly protein LptD OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=ostA PE=3 SV=1,A9CJH2,ostA,88 kDa,,unknown,0.95961,1.0605,1.1868,0.98062,1.189,1.0014,2.723,0.96552,1.9098,1.3068,1.1086,2.0232,0,0,0,1.9878,2.9578,1.0108,1.9851,1.9747,2.0141,1.0445,1.9575,1.0232,2.647,1.935,3.7958,2.0001,1.8587,1.8552,2.8212,4.7098,4.0432
"ABC transporter, nucleotide binding/ATPase protein (Dipeptide) OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=dppF PE=3 SV=1",A9CG35,dppF,31 kDa,,unknown,0.95961,1.0605,1.1868,0.98062,1.189,1.0014,1.8153,0.96552,1.9098,2.6136,1.1086,1.0116,5.4704,5.5042,5.0056,1.9878,0.98595,2.0216,1.9851,1.9747,2.0141,1.0445,1.9575,2.0464,1.7647,0.9675,1.8979,0,1.8587,1.8552,1.8808,1.8839,2.0216
UDP-3-O-acylglucosamine N-acyltransferase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=lpxD PE=3 SV=1,Q8UFL5,lpxD,37 kDa,,unknown,0,0,0,0.98062,1.189,1.0014,2.723,2.8965,0.95491,2.6136,2.2172,2.0232,0.91174,1.1008,2.0022,2.9817,1.9719,3.0324,0.99257,1.9747,2.0141,1.0445,1.9575,1.0232,4.4117,0.9675,0.94895,2.0001,3.7174,2.7828,1.8808,2.8259,2.0216
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu2249 PE=4 SV=1,A9CI46,Atu2249,7 kDa,,unknown,0,1.0605,4.7474,0,0,0,5.4459,1.931,3.8196,0,0,0,3.6469,4.4033,5.0056,0,0,0,0,0,0,5.2224,1.9575,0,0,0,0,1.0001,5.5761,4.638,2.8212,0.94195,2.0216
Pyrid_ox_like domain-containing protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu3728 PE=4 SV=1,A9CFK6,Atu3728,19 kDa,,unknown,0.95961,0,1.1868,0,0,0,5.4459,1.931,4.7746,0,2.2172,2.0232,0,0,0,1.9878,0.98595,1.0108,0.99257,2.9621,1.0071,1.0445,0,0,0,0,0,2.0001,2.788,2.7828,4.7021,3.7678,2.0216
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu1003 PE=4 SV=2,Q7D059,Atu1003,17 kDa,,unknown,1.9192,3.1816,2.3737,0.98062,0,1.0014,0,0,0,1.3068,1.1086,1.0116,2.7352,2.2017,3.0034,0.9939,0.98595,1.0108,1.9851,0.98736,3.0212,3.1334,1.9575,3.0696,3.5294,3.87,4.7448,0,0,0,2.8212,3.7678,4.0432
3-isopropylmalate dehydratase small subunit OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=leuD PE=3 SV=2,Q8UBR0,leuD,22 kDa,,unknown,0.95961,2.1211,2.3737,0.98062,2.3781,2.0028,3.6306,1.931,2.8647,1.3068,2.2172,0,0,0,0,0.9939,0.98595,1.0108,2.9777,1.9747,3.0212,1.0445,0.97876,2.0464,1.7647,0.9675,2.8469,1.0001,0.92935,1.8552,1.8808,0.94195,2.0216
"ABC transporter, nucleotide binding/ATPase protein (Ribose) OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu3200 PE=4 SV=1",A9CEU7,Atu3200,55 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.868,16.013,15.162
VOC domain-containing protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu2715 PE=4 SV=1,A9CHG7,Atu2715,15 kDa,,unknown,1.9192,1.0605,0,0.98062,0,1.0014,0,0,0,1.3068,1.1086,2.0232,2.7352,1.1008,3.0034,0.9939,0.98595,1.0108,0.99257,0.98736,3.0212,3.1334,3.9151,3.0696,4.4117,3.87,4.7448,0,0,0,2.8212,2.8259,4.0432
Acetolactate synthase large subunit OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=iivG PE=3 SV=2,Q7CXT9,iivG,60 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,15.499,20.916,16.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpha-glucosidase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=aglA PE=4 SV=2,Q7D153,aglA,62 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,2.2172,0,19.146,16.513,19.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0216
Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=gatC PE=3 SV=2,Q8UFS9,gatC,10 kDa,,unknown,1.9192,1.0605,2.3737,0.98062,2.3781,1.0014,2.723,1.931,0.95491,1.3068,1.1086,1.0116,2.7352,2.2017,1.0011,1.9878,1.9719,2.0216,1.9851,1.9747,2.0141,2.089,2.9363,2.0464,0.88234,0.9675,0.94895,4.0002,1.8587,1.8552,1.8808,0.94195,1.0108
Acetolactate synthase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=iolD PE=3 SV=1,A9CGS0,iolD,66 kDa,,unknown,0,4.2422,0,0,0,0,0,0,0,0,2.2172,0,3.6469,2.2017,4.0045,0,0,0,0,1.9747,0,5.2224,7.8301,5.116,3.5294,3.87,1.8979,0,0,0,2.8212,2.8259,2.0216
"ABC transporter, substrate binding protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu0895 PE=4 SV=1",A9CJS1,Atu0895,36 kDa,,unknown,0,0,0,0,0,0,6.3536,6.7586,4.7746,0,0,0,11.853,11.008,11.012,0,0,0,0,0,0,0,0,0,0,0,0,2.0001,1.8587,1.8552,0,0,0
Stress-response A/B barrel domain-containing protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu0777 PE=4 SV=1,A9CJX0,Atu0777,11 kDa,,unknown,1.9192,1.0605,1.1868,0.98062,4.7561,1.0014,1.8153,1.931,0.95491,2.6136,2.2172,1.0116,3.6469,2.2017,1.0011,0.9939,0.98595,2.0216,0.99257,0.98736,1.0071,1.0445,0.97876,2.0464,2.647,0.9675,1.8979,1.0001,1.8587,1.8552,1.8808,1.8839,2.0216
Ferrodoxin OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=fdx PE=4 SV=2,Q7CZG0,fdx,11 kDa,,unknown,1.9192,1.0605,0,1.9612,1.189,3.0042,1.8153,1.931,1.9098,1.3068,2.2172,2.0232,2.7352,1.1008,2.0022,0,0.98595,1.0108,2.9777,0.98736,2.0141,2.089,0.97876,1.0232,1.7647,1.935,1.8979,1.0001,1.8587,1.8552,0.94041,1.8839,2.0216
Dihydroorotase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=pyrC PE=3 SV=2,Q8UI99,pyrC,38 kDa,,unknown,1.9192,1.0605,4.7474,0,0,0,2.723,4.8276,4.7746,1.3068,0,1.0116,0,0,0,0.9939,1.9719,1.0108,0,0,1.0071,2.089,2.9363,3.0696,2.647,0.9675,1.8979,3.0002,2.788,3.7104,0.94041,0.94195,0
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu2335 PE=4 SV=1,A9CHZ6,Atu2335,14 kDa,,unknown,0,0,1.1868,0.98062,0,0,0.90766,0.96552,0.95491,0,1.1086,0,4.5587,3.3025,4.0045,0,0.98595,1.0108,0,0,0,2.089,0,0,1.7647,0.9675,0.94895,0,0.92935,0,0.94041,0,1.0108
"ABC transporter, membrane spanning protein (Sugar) OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu2090 PE=4 SV=1",A9CIA9,Atu2090,47 kDa,,unknown,0.95961,1.0605,0,1.9612,2.3781,2.0028,3.6306,2.8965,2.8647,2.6136,2.2172,3.0348,0,0,0,1.9878,2.9578,2.0216,1.9851,0.98736,1.0071,1.0445,0.97876,1.0232,0.88234,0.9675,0.94895,4.0002,2.788,3.7104,0.94041,0.94195,1.0108
3-oxoadipate CoA-transferase subunit A OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=pcaI PE=4 SV=1,A9CGT4,pcaI,25 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.89,15.66,14.325,0,0,0,0,0,0,0,0,0
"ABC transporter, nucleotide binding/ATPase protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu4600 PE=4 SV=1",A9CGV8,Atu4600,64 kDa,,unknown,1.9192,0,0,0.98062,1.189,2.0028,1.8153,0.96552,0.95491,0,0,1.0116,0,0,0,1.9878,2.9578,1.0108,0.99257,1.9747,2.0141,1.0445,0.97876,2.0464,1.7647,0.9675,1.8979,2.0001,5.5761,3.7104,0,0.94195,2.0216
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu1592 PE=4 SV=1,A9CIW3,Atu1592,26 kDa,,unknown,1.9192,1.0605,0,0,0,1.0014,0,0,0,0,0,0,4.5587,2.2017,7.0078,0.9939,0,0,0,0.98736,2.0141,2.089,0.97876,1.0232,9.7057,6.7725,7.5916,0,0,0,0.94041,0.94195,0
"ABC transporter, nucleotide binding/ATPase protein (Sugar) OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu3236 PE=3 SV=1",A9CEW5,Atu3236,39 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.106,14.129,13.14
Imidazole glycerol phosphate synthase subunit HisF OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=hisF PE=3 SV=1,P58799,hisF,27 kDa,,unknown,7.6768,6.3633,4.7474,0.98062,3.5671,2.0028,1.8153,0,1.9098,2.6136,2.2172,0,0,1.1008,0,0,0.98595,1.0108,0,0,0,1.0445,0.97876,1.0232,0.88234,2.9025,0.94895,2.0001,1.8587,1.8552,0,2.8259,1.0108
CMD domain-containing protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu0983 PE=4 SV=2,Q7D077,Atu0983,11 kDa,,unknown,0,1.0605,0,5.8837,5.9451,5.007,0,0,0,1.3068,0,0,5.4704,6.605,7.0078,1.9878,1.9719,3.0324,0.99257,0,0,1.0445,2.9363,2.0464,0,0,0,0,0,0.9276,0,0,0
"ABC transporter, substrate binding protein (Putrescine) OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=potF PE=4 SV=2",Q7D348,potF,40 kDa,,unknown,3.8384,3.1816,1.1868,1.9612,0,1.0014,0,0,0.95491,0,2.2172,1.0116,0,0,0,1.9878,0,1.0108,2.9777,2.9621,2.0141,2.089,2.9363,2.0464,6.1764,3.87,3.7958,0,0,0.9276,0.94041,1.8839,3.0324
Uroporphyrinogen decarboxylase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=hemE PE=3 SV=1,Q8UBL6,hemE,37 kDa,,unknown,0.95961,2.1211,1.1868,5.8837,2.3781,6.0084,0,0,0,0,0,1.0116,3.6469,4.4033,2.0022,1.9878,1.9719,3.0324,0.99257,3.9494,2.0141,0,2.9363,1.0232,0.88234,0,0.94895,1.0001,0.92935,0,0,0.94195,1.0108
DNA polymerase III subunit gamma/tau OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=dnaX PE=3 SV=1,A9CKQ1,dnaX,68 kDa,,unknown,1.9192,3.1816,2.3737,0.98062,1.189,2.0028,0.90766,0.96552,0.95491,1.3068,2.2172,2.0232,0.91174,2.2017,1.0011,0.9939,1.9719,2.0216,0.99257,0.98736,1.0071,1.0445,1.9575,2.0464,2.647,2.9025,3.7958,2.0001,1.8587,0.9276,1.8808,0.94195,1.0108
Serine hydroxymethyltransferase 2 OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=glyA2 PE=3 SV=1,Q8U7Y5,glyA2,45 kDa,TRUE,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2017,3.0034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster of Methyl-accepting chemotaxis protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=mcpA PE=4 SV=2 (Q7CXK9),Q7CXK9 [17],mcpA,80 kDa,TRUE,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15.48,18.03,0,0,0,0,0,0
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu3205 PE=4 SV=2,Q7CRW1,Atu3205,30 kDa,,unknown,1.9192,1.0605,1.1868,1.9612,0,1.0014,0.90766,1.931,0.95491,0,0,0,0,3.3025,0,1.9878,1.9719,3.0324,2.9777,1.9747,2.0141,2.089,1.9575,1.0232,0.88234,2.9025,1.8979,1.0001,1.8587,2.7828,2.8212,1.8839,1.0108
ATP-dependent protease LA 2 OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=lonD PE=4 SV=2,Q7CT40,lonD,23 kDa,,unknown,2.8788,2.1211,2.3737,1.9612,0,1.0014,0.90766,1.931,0.95491,1.3068,1.1086,1.0116,4.5587,5.5042,3.0034,1.9878,1.9719,2.0216,1.9851,0.98736,2.0141,1.0445,1.9575,1.0232,0.88234,1.935,0,2.0001,1.8587,0.9276,0.94041,0.94195,1.0108
"Transcriptional regulator, Lrp family OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu2558 PE=4 SV=2",Q7CWS5,Atu2558,9 kDa,,unknown,1.9192,3.1816,0,1.9612,1.189,1.0014,0,0.96552,0.95491,1.3068,1.1086,3.0348,0.91174,3.3025,3.0034,1.9878,1.9719,0,0.99257,0.98736,2.0141,2.089,0.97876,3.0696,1.7647,1.935,1.8979,2.0001,3.7174,0,0.94041,0,1.0108
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu0170 PE=4 SV=2,Q7D219,Atu0170,26 kDa,,unknown,1.9192,2.1211,1.1868,1.9612,2.3781,2.0028,1.8153,1.931,1.9098,2.6136,2.2172,1.0116,1.8235,2.2017,2.0022,1.9878,1.9719,2.0216,1.9851,1.9747,2.0141,1.0445,0.97876,2.0464,0.88234,0.9675,0.94895,2.0001,1.8587,1.8552,0.94041,0.94195,1.0108
Cytochrome O ubiquinol oxidase subunit I OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=cyoB PE=3 SV=1,A9CKN4,cyoB,74 kDa,,unknown,2.8788,2.1211,0,2.9419,2.3781,1.0014,1.8153,2.8965,1.9098,0,0,0,3.6469,3.3025,2.0022,2.9817,1.9719,2.0216,1.9851,1.9747,2.0141,0,1.9575,2.0464,0.88234,0.9675,0.94895,2.0001,1.8587,1.8552,0.94041,0.94195,1.0108
"ABC transporter, nucleotide binding/ATPase protein (Oligopeptide) OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu4256 PE=3 SV=2",Q7CUG2,Atu4256,56 kDa,,unknown,1.9192,1.0605,2.3737,0.98062,0,0,0.90766,0,0.95491,0,2.2172,3.0348,1.8235,1.1008,1.0011,1.9878,1.9719,0,2.9777,0.98736,2.0141,3.1334,2.9363,3.0696,2.647,2.9025,3.7958,1.0001,1.8587,0.9276,0.94041,0.94195,1.0108
Pantothenate kinase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=coaA PE=3 SV=2,Q8UJ92,coaA,37 kDa,,unknown,5.7576,6.3633,3.5605,0.98062,0,1.0014,1.8153,2.8965,0.95491,0,2.2172,1.0116,0,0,0,0.9939,1.9719,2.0216,0,0.98736,2.0141,1.0445,1.9575,0,2.647,0.9675,1.8979,2.0001,0.92935,1.8552,0,0.94195,2.0216
Divalent metal cation transporter MntH OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=mntH PE=3 SV=1,Q8UEM1,mntH,49 kDa,,unknown,0,1.0605,0,2.9419,3.5671,4.0056,0,0,0,1.3068,1.1086,2.0232,0.91174,3.3025,1.0011,1.9878,1.9719,2.0216,0.99257,1.9747,1.0071,1.0445,1.9575,2.0464,0,0,0,0,0,0,0,0,0
Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=glnE PE=3 SV=2,Q8UGQ4,glnE,109 kDa,,unknown,1.9192,1.0605,2.3737,0,1.189,1.0014,0.90766,0.96552,0.95491,0,2.2172,0,0,0,0,0,0,0,1.9851,0.98736,2.0141,0,0.97876,2.0464,2.647,0,3.7958,1.0001,0,0.9276,1.8808,1.8839,1.0108
L-threonine aldolase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=ald PE=3 SV=1,A9CFN2,ald,38 kDa,,unknown,0.95961,0,0,1.9612,0,1.0014,2.723,0,0.95491,0,0,2.0232,6.3821,3.3025,5.0056,0,1.9719,1.0108,1.9851,0,2.0141,1.0445,0.97876,1.0232,1.7647,0.9675,0.94895,2.0001,0.92935,1.8552,2.8212,0.94195,1.0108
NAD(P)-bd_dom domain-containing protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu1999 PE=4 SV=1,A9CIE8,Atu1999,22 kDa,,unknown,1.9192,1.0605,1.1868,0.98062,1.189,2.0028,0.90766,1.931,2.8647,1.3068,1.1086,1.0116,4.5587,3.3025,4.0045,0.9939,0,1.0108,0.99257,0.98736,1.0071,1.0445,0.97876,1.0232,1.7647,0.9675,0.94895,1.0001,0.92935,1.8552,0.94041,1.8839,2.0216
Sulfate/thiosulfate import ATP-binding protein CysA 1 OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=cysA1 PE=3 SV=2,Q8UH62,cysA1,39 kDa,,unknown,0.95961,0,0,1.9612,3.5671,2.0028,2.723,4.8276,4.7746,0,1.1086,2.0232,0,0,0,1.9878,2.9578,2.0216,0.99257,0.98736,2.0141,0,0,0,1.7647,1.935,1.8979,3.0002,1.8587,2.7828,0,0,0
Dihydrodipicolinate synthase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=dapA PE=1 SV=1,A9CGZ4,dapA,35 kDa,,unknown,0.95961,1.0605,0,1.9612,1.189,1.0014,0.90766,0.96552,0,0,2.2172,1.0116,3.6469,3.3025,3.0034,0.9939,2.9578,1.0108,1.9851,2.9621,2.0141,1.0445,1.9575,1.0232,1.7647,0.9675,0.94895,1.0001,1.8587,0.9276,3.7617,1.8839,1.0108
Two component response regulator OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=ctrA PE=4 SV=1,A9CHV0,ctrA,26 kDa,,unknown,0.95961,1.0605,1.1868,1.9612,0,2.0028,0,0.96552,0.95491,0,1.1086,2.0232,0.91174,1.1008,1.0011,0.9939,1.9719,1.0108,0.99257,0.98736,2.0141,1.0445,0.97876,1.0232,3.5294,5.805,5.6937,1.0001,0.92935,0,2.8212,1.8839,2.0216
N-acyl homoserine lactonase AttM OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=attM PE=3 SV=3,Q7D3U0,attM,29 kDa,,unknown,3.8384,1.0605,1.1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0445,0.97876,1.0232,13.235,8.7075,11.387,0,0,0,0,0,0
Replication protein B OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=repB PE=3 SV=2,Q7D452,repB,38 kDa,,unknown,1.9192,2.1211,1.1868,0.98062,1.189,1.0014,0.90766,0.96552,0.95491,1.3068,2.2172,2.0232,1.8235,2.2017,1.0011,1.9878,1.9719,2.0216,1.9851,1.9747,2.0141,1.0445,1.9575,2.0464,2.647,1.935,1.8979,1.0001,1.8587,1.8552,0.94041,0.94195,1.0108
"Transcriptional regulator, TetR family OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu2020 PE=1 SV=1",A9CID8,Atu2020,24 kDa,,unknown,1.9192,2.1211,2.3737,1.9612,2.3781,2.0028,3.6306,2.8965,1.9098,1.3068,2.2172,2.0232,0,0,0,0.9939,0,0,0.99257,1.9747,0,1.0445,0.97876,1.0232,1.7647,0.9675,0,3.0002,2.788,1.8552,1.8808,2.8259,3.0324
N-(5'-phosphoribosyl)anthranilate isomerase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=trpF PE=3 SV=1,Q8UJB1,trpF,24 kDa,,unknown,1.9192,1.0605,1.1868,1.9612,2.3781,2.0028,1.8153,0.96552,1.9098,1.3068,1.1086,1.0116,0.91174,2.2017,2.0022,1.9878,1.9719,2.0216,0.99257,1.9747,2.0141,1.0445,1.9575,2.0464,1.7647,0.9675,1.8979,1.0001,1.8587,1.8552,0.94041,1.8839,2.0216
"ABC transporter, substrate binding protein (Sugar) OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu4744 PE=4 SV=1",A9CH25,Atu4744,30 kDa,,unknown,0,0,1.1868,0,0,0,0,0,0,1.3068,1.1086,1.0116,0,0,0,0.9939,0.98595,0,0,0.98736,1.0071,1.0445,0,1.0232,8.8234,10.643,10.438,0,0,0,0.94041,0.94195,1.0108
"Transcriptional regulator, MarR family OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu2354 PE=4 SV=1",A9CHY6,Atu2354,18 kDa,,unknown,2.8788,2.1211,1.1868,0,0,0,1.8153,1.931,0,0,0,1.0116,2.7352,4.4033,3.0034,0.9939,0,0,1.9851,0,1.0071,3.1334,1.9575,0,4.4117,2.9025,2.8469,0,1.8587,0.9276,1.8808,0.94195,1.0108
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu4592 PE=4 SV=2,Q7CVC6,Atu4592,28 kDa,,unknown,0.95961,2.1211,0,0,0,2.0028,0.90766,0.96552,3.8196,0,0,2.0232,0,0,0,1.9878,1.9719,2.0216,0,1.9747,2.0141,1.0445,4.8938,2.0464,3.5294,1.935,1.8979,0,3.7174,1.8552,2.8212,1.8839,2.0216
Metallo-beta-lactamase superfamily protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu0622 PE=4 SV=2,Q7D131,Atu0622,35 kDa,,unknown,0.95961,1.0605,1.1868,0,0,0,0.90766,0.96552,0.95491,1.3068,2.2172,1.0116,6.3821,8.8067,6.0067,0,0,1.0108,0.99257,0.98736,1.0071,2.089,0.97876,1.0232,1.7647,0.9675,1.8979,1.0001,0.92935,0,1.8808,1.8839,1.0108
Beta-N-acetylhexosaminidase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu2596 PE=4 SV=1,A9CHL7,Atu2596,71 kDa,,unknown,1.9192,1.0605,2.3737,1.9612,1.189,2.0028,0,0.96552,0,2.6136,3.3259,1.0116,2.7352,1.1008,3.0034,1.9878,0.98595,1.0108,0.99257,1.9747,1.0071,2.089,2.9363,2.0464,1.7647,2.9025,1.8979,0,1.8587,0,1.8808,0.94195,2.0216
Putative_PNPOx domain-containing protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu4480 PE=4 SV=1,A9CGQ6,Atu4480,24 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.106,16.013,15.162
Glutamate--cysteine ligase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=gsh1 PE=3 SV=1,A9CK33,gsh1,51 kDa,,unknown,0.95961,1.0605,0,1.9612,1.189,1.0014,2.723,1.931,3.8196,1.3068,1.1086,2.0232,1.8235,2.2017,2.0022,0,2.9578,0,0.99257,0.98736,2.0141,1.0445,0.97876,0,1.7647,1.935,1.8979,2.0001,1.8587,1.8552,0.94041,0.94195,1.0108
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu8095 PE=4 SV=1,Q8U4W5,Atu8095,35 kDa,,unknown,1.9192,2.1211,1.1868,0.98062,1.189,2.0028,1.8153,0.96552,1.9098,1.3068,1.1086,2.0232,0.91174,3.3025,2.0022,0.9939,0.98595,1.0108,1.9851,1.9747,1.0071,1.0445,0.97876,1.0232,1.7647,1.935,1.8979,2.0001,1.8587,1.8552,0.94041,1.8839,2.0216
Adenosylmethionine-8-amino-7-oxononanoate aminotransferase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=bioA PE=3 SV=1,A9CF07,bioA,48 kDa,,unknown,2.8788,2.1211,1.1868,0.98062,1.189,0,0,0,1.9098,1.3068,2.2172,2.0232,4.5587,3.3025,5.0056,0.9939,0.98595,2.0216,0.99257,0,0,1.0445,1.9575,0,1.7647,1.935,0.94895,2.0001,0.92935,0.9276,0.94041,0.94195,2.0216
TPR_21 domain-containing protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu2301 PE=4 SV=1,A9CI21,Atu2301,24 kDa,,unknown,0,0,0,0.98062,1.189,1.0014,0.90766,0.96552,2.8647,0,0,1.0116,1.8235,1.1008,2.0022,0,0.98595,0,0.99257,0.98736,1.0071,1.0445,0.97876,0,0.88234,0,0,3.0002,0.92935,2.7828,1.8808,0.94195,0
Penicillin-binding protein 1a OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=mrcA PE=4 SV=1,A9CJ77,mrcA,88 kDa,,unknown,0.95961,2.1211,2.3737,1.9612,1.189,2.0028,2.723,0.96552,1.9098,1.3068,1.1086,1.0116,1.8235,3.3025,2.0022,1.9878,0.98595,1.0108,0.99257,0.98736,1.0071,1.0445,0.97876,1.0232,0.88234,0.9675,0.94895,3.0002,2.788,2.7828,0,0,0
SAM dependent methyltransferase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu0340 PE=1 SV=1,A9CKD6,Atu0340,34 kDa,,unknown,0.95961,2.1211,1.1868,0.98062,1.189,1.0014,2.723,2.8965,1.9098,2.6136,1.1086,2.0232,0,1.1008,1.0011,0.9939,1.9719,1.0108,0.99257,1.9747,1.0071,2.089,1.9575,0,1.7647,1.935,0.94895,1.0001,0.92935,2.7828,0.94041,0.94195,2.0216
